date,imputed_level,lower_95,upper_95
2023-02-23,18.8418696417791,16.404677436793108,21.364402676700458
2023-03-16,19.044941423556494,18.487369446199448,19.67118823294015
2023-06-22,18.44266385651413,17.85444229337214,18.892696307275802
2023-07-06,18.460189694646672,17.85744350943788,18.968866311753935
2023-07-13,18.464503514846516,17.810289063256317,19.07567626645478
2023-07-20,18.46378171357439,17.926629958602135,18.879275927616384
2023-12-21,19.063298521062908,18.755375094503474,19.259126829910304
2024-02-29,19.099721267293823,18.840759590124033,19.342593350859065
2024-03-21,18.9081847271709,18.69726510970425,19.195734760404388
2024-04-18,18.88466626844712,18.773773407577956,19.26028137735269
2024-05-30,18.63985488917814,18.409820277906743,18.900845488037245
2024-06-27,18.347469547384865,18.03954612819703,18.543297860337844
2024-07-11,18.194201778290367,17.748125156626646,18.306873642939703
2024-07-18,18.10142234946769,17.755846427297524,18.352928717094027
2024-07-25,18.004757716385075,17.693618442692507,18.27285529690379
2024-08-08,17.837605283493886,17.426958483987846,17.94173219919584
2024-08-22,17.732721346207853,17.526671962139126,18.0614535894642
2024-08-29,17.69326728818279,17.48901953886705,18.025921933529485
2024-11-14,18.27442510081449,18.10161731648927,18.583019097932418
2024-11-28,18.347631898113487,18.15116568091927,18.6360400584022
2024-12-12,18.53286920101331,18.228193309657645,18.746528077797752
2024-12-19,18.60505677238158,18.24240506625543,18.759885384105786
2025-01-09,18.719595780694224,18.380259670706817,18.92074278944509
2025-01-16,18.80333502134719,18.36429887724953,18.908966392206956
2025-01-30,18.86600040929897,18.555201714169655,19.13375741634446
2025-02-06,18.843919413972124,18.48605640126478,19.08012487512813
2025-02-13,18.824296365777812,18.395663545580206,18.94640929510033
2025-02-27,18.705626328850034,18.492542779376606,19.041392720475116
2025-03-06,18.606476767151904,18.378445713335687,18.962914721091416
2025-03-13,18.508557185848225,18.230965321853567,18.770059460534483
2025-03-27,18.334655727501474,18.062985589920686,18.604029266469595
2025-04-03,18.257907722953114,17.994376083998787,18.598069785572704
2025-04-10,18.181187204922917,17.91443811656657,18.516611150811006
2025-04-17,18.104103664267402,17.973880742854032,18.509837911576643
2025-05-01,17.98793769540464,17.877044827501024,18.363552800355542
2025-12-18,18.643452471489724,18.41341784902674,18.904443068696555
