date,imputed_level,lower_95,upper_95
2023-02-23,18.82935155265075,18.13651082074181,19.460772401521275
2023-07-06,18.40829206224193,17.682683493747433,18.756945982974706
2023-07-13,18.43843946076936,18.199226014046,18.566203865054785
2023-07-20,18.462980693082343,17.97751562339839,18.868087143008644
2023-07-27,18.481772768974785,18.122353824197802,18.66141739343334
2024-06-13,18.494771641879943,18.212278818151542,18.73648135538978
2024-07-04,18.338384536617564,17.997638830298076,18.5244670297954
2024-07-18,18.215874747526332,17.72568321130147,18.328335518963964
2024-07-25,18.124847379389625,17.751250493107957,18.38747707661427
2024-08-01,18.03107355765321,17.685096975529945,18.296907725484914
2024-08-15,17.87836516181078,17.410236073400366,17.965898737909708
2024-08-29,17.726100340988147,17.454195496704333,18.006534691952712
2024-11-21,18.247238924566037,18.088246942981264,18.599100106829034
2024-12-05,18.330197204311386,18.153381704913933,18.666871362738377
2024-12-19,18.51430880535986,18.21778462858,18.770181549208743
2024-12-26,18.576462596687968,18.232820005356633,18.78310734852654
2025-01-16,18.73637624558941,18.366932382975744,18.92961893700888
2025-01-23,18.815861229717527,18.32734457064875,18.9260086817221
2025-02-06,18.822012431929295,18.452432704479783,19.111630106435207
2025-02-13,18.746900897368153,18.282988863425132,19.030358908852925
2025-02-20,18.673818767343196,18.07382241959901,18.892990838649965
2025-02-27,18.60279015894632,18.01940827864356,18.882445909999262
2025-03-06,18.53363723020517,18.088659673652284,18.98647663686336
2025-03-13,18.46576013403429,18.008913086616456,18.91477839914911
2025-03-20,18.39927446094816,17.915977263159355,18.821433582352853
2025-03-27,18.333564937175264,17.910941879292068,18.794439445333808
2025-04-03,18.26846131166948,17.833908206707264,18.680890279967535
2025-04-10,18.20342847341698,17.872574245431114,18.663098450587274
2025-04-17,18.138051101310232,17.835978477115713,18.54494332625318
2025-04-24,18.07193720105379,17.971999974701863,18.563380296877636
2025-05-08,17.96378484670482,17.857822724144025,18.367396387491386
