datum,imputerad,lower_95,upper_95
2012-12-01,3.282093008618491,2.4484768228870806,4.115709194349901
2013-02-01,3.282093008549591,2.44847682284477,4.1157091942544115
2013-03-01,3.28209300846336,2.4484768227705045,4.115709194156215
2013-04-01,3.282093008377129,2.4484768226962386,4.115709194058019
2013-05-01,3.282093008290898,2.448476822621973,4.115709193959823
2013-06-01,3.282093008204667,2.4484768225477076,4.115709193861626
2013-09-01,3.282093007866857,2.448476822237817,4.115709193495897
2013-11-01,3.2820930076663912,2.448476822047987,4.115709193284795
2014-02-01,3.2820930075347268,2.448476821920311,4.115709193149143
2014-03-01,3.2820930075257513,2.448476821910006,4.115709193141496
2014-04-01,3.282093007516776,2.4484768218997006,4.115709193133851
2014-05-01,3.2820930075078003,2.448476821889396,4.115709193126205
2014-06-01,3.282093007498825,2.448476821879091,4.115709193118558
2014-07-01,3.2820930074898493,2.448476821868786,4.115709193110913
2014-08-01,3.2820930074808734,2.4484768218584807,4.1157091931032665
2014-10-01,3.282093007491285,2.4484768218635744,4.115709193118996
2014-11-01,3.2820930075106727,2.4484768218789736,4.115709193142372
2015-01-01,3.282093007601669,2.4484768219593342,4.115709193244005
2015-02-01,3.282093007673278,2.4484768220242956,4.11570919332226
2015-03-01,3.2820930077448875,2.4484768220892574,4.115709193400518
2015-04-01,3.2820930078164965,2.4484768221542192,4.115709193478774
2015-06-01,3.282093007912291,2.44847682223406,4.115709193590522
2015-07-01,3.282093007936476,2.4484768222489386,4.1157091936240136
2015-08-01,3.2820930079606616,2.448476822263818,4.115709193657506
2015-09-01,3.2820930079848467,2.448476822278696,4.115709193690997
2015-10-01,3.282093008009032,2.4484768222935753,4.115709193724489
2015-11-01,3.2820930080332174,2.4484768223084545,4.11570919375798
2015-12-01,3.2820930080574025,2.448476822323333,4.115709193791472
2016-01-01,3.2820930080815875,2.4484768223382116,4.115709193824964
2016-05-01,3.2820930078944874,2.4484768220979323,4.115709193691043
2016-06-01,3.282093007763068,2.4484768219492294,4.115709193576906
2016-07-01,3.282093007631649,2.448476821800527,4.115709193462771
2016-08-01,3.2820930075002295,2.4484768216518242,4.115709193348635
2016-10-01,3.2820930072783847,2.448476821392754,4.115709193164015
2016-11-01,3.2820930071879597,2.448476821282387,4.115709193093533
2016-12-01,3.2820930070975343,2.4484768211720187,4.11570919302305
2017-01-01,3.2820930070071093,2.448476821061652,4.115709192952567
2017-03-01,3.2820930068012903,2.448476820813289,4.115709192789291
2017-04-01,3.2820930066858964,2.4484768206752943,4.115709192696499
2017-07-01,3.2820930064374356,2.4484768203510527,4.115709192523818
2017-08-01,3.282093006380171,2.448476820265869,4.1157091924944735
2017-09-01,3.282093006322907,2.4484768201806855,4.115709192465128
2017-10-01,3.2820930062656424,2.448476820095502,4.115709192435783
2017-12-01,3.282093006235615,2.4484768200069773,4.115709192464252
2018-01-01,3.2820930062628517,2.448476820003636,4.1157091925220675
2018-02-01,3.2820930062900886,2.4484768200002947,4.1157091925798825
2018-03-01,3.2820930063173255,2.4484768199969533,4.115709192637698
2018-04-01,3.2820930063445624,2.448476819993612,4.115709192695513
2018-07-01,3.2820930063976816,2.44847681994702,4.115709192848343
2018-08-01,3.282093006363754,2.4484768198771962,4.115709192850312
2018-09-01,3.282093006329826,2.4484768198073725,4.11570919285228
2018-10-01,3.282093006295898,2.4484768197375484,4.115709192854248
2018-11-01,3.2820930062619706,2.4484768196677247,4.115709192856217
2018-12-01,3.2820930062280427,2.4484768195979005,4.115709192858184
2019-02-01,3.2820930060538176,2.4484768193492243,4.115709192758411
2019-03-01,3.282093005913521,2.4484768191703727,4.115709192656669
2019-05-01,3.282093005585503,2.4484768187625856,4.115709192408421
2019-06-01,3.282093005397782,2.4484768185336505,4.115709192261914
