date,imputed_level,lower_95,upper_95
2023-02-23,18.742570493220658,18.676301435472876,19.016587343024202
2023-03-16,18.977994426379954,18.898686300232175,19.308446120713857
2023-06-22,18.39245456879496,18.06495157445884,18.491034150424596
2023-07-06,18.219540804762147,17.84018769262757,18.289402440460822
2023-07-13,18.124208044087958,17.79969136028637,18.278383269274276
2023-07-20,18.167096496415084,17.86203819314524,18.31094807690176
2023-12-21,19.093556134307626,18.759071913255436,19.177671758921253
2024-02-29,19.128318880799526,19.046367666013804,19.401771863705772
2024-03-21,18.9117694260701,18.89347209459912,19.245222597536397
2024-04-18,18.89186157910033,18.860567904895564,19.205990232032523
2024-05-30,18.672787474119538,18.438020180680276,18.844685647361153
2024-06-27,18.374421359630215,18.041844412478063,18.456629710343805
2024-07-11,18.232633283165644,17.84096553822203,18.28731739463418
2024-07-18,18.144442006902523,17.75787657281972,18.221515965458302
2024-07-25,18.05546904353465,17.7373336212362,18.20326300884121
2024-08-08,17.865792708871126,17.571420407809676,17.99708591128296
2024-08-22,17.686394659628753,17.614466059725284,18.052500632230792
2024-08-29,17.632235596496365,17.555002520568436,17.99082399858844
2024-11-14,18.27735640727756,18.07030874842491,18.46551329490821
2024-11-28,18.342423317770912,18.103873094599752,18.50441397750124
2024-12-12,18.51102571103192,18.187086811997872,18.605688365015
2024-12-19,18.62315081972158,18.250994706659053,18.668343367914037
2025-01-09,18.870666878860153,18.53667311821314,18.9757372300184
2025-01-16,18.959180169149906,18.56912070141677,19.012256003407963
2025-01-30,19.03206862575573,18.715274879147994,19.178520915371575
2025-02-06,18.96466607726113,18.65935226393376,19.108773168107884
2025-02-13,18.790901329733686,18.522173264917043,18.89655029590071
2025-02-27,18.660277163013767,18.58663728845372,19.028094410272377
2025-03-06,18.571825417750908,18.48484582288023,18.94016033878573
2025-03-13,18.480413109823818,18.36253504512412,18.78979294264404
2025-03-27,18.33931124214302,18.212522326621265,18.631091714562583
2025-04-03,18.283370867758045,18.217023895825598,18.664873679685797
2025-04-10,18.21436535527868,18.11508562059841,18.56478865967976
2025-04-17,18.11925251255053,18.10529085927554,18.525303482099403
2025-05-01,18.012544124844815,17.95385699584305,18.35406623257401
2025-12-18,18.79143943944966,18.556672146010403,18.96333761269128
